phone,email,call_attempt,lead_score
6206875252,kiran2485@protonmail.com,3,92
7740174689,hello@domain,3,18
9273686839,arjun3944@protonmail.com,1,22
99999,anita7412@yahoo.com,4,89
98A76B321C,rohit9397@protonmail.com,5,23
98A76B321C,rahul5575@yahoo.com,2,6
99999,sneha5381@outlook.com,1,33
6201195170,vijay4913@gmail.com,5,45
1234567890,rahul2244@protonmail.com,2,24
99999,arjun2019@outlook.com,0,41
458247931571,deepak300@outlook.com,3,60
6600836938,hello@domain,1,82
7748871058,@gmail.com,2,96
7490774911,vijay12@protonmail.com,4,55
9926823573,test@,0,45
98A76B321C,vijay6276@gmail.com,0,72
8743923404,kiran3064@protonmail.com,2,90
8018552953,meera8523@protonmail.com,5,41
7727306050,sneha3638@yahoo.com,1,6
9859017743,arjun7844@outlook.com,0,25
8496336880,priya3996@outlook.com,1,53
7862394577,arjun2829@protonmail.com,3,64
7435056556,priya3916@protonmail.com,4,3
98A76B321C,priya695@protonmail.com,4,36
6036327639,arjun6933@outlook.com,2,49
8762845829,priya5796@yahoo.com,4,83
6648551965,priya1461@outlook.com,2,34
6712796237,@gmail.com,4,51
98A76B321C,rahul7985@gmail.com,0,3
7502051154,rohit7861@outlook.com,1,54
6555185404,kiran4906@gmail.com,0,78
6004456626,kiran5276@gmail.com,1,38
8039405988,sneha8862@yahoo.com,3,18
6111406313,abc@abc,2,65
9107674046,arjun2046@yahoo.com,3,6
8981876345,priya277@gmail.com,2,91
6666433951,priya3758@yahoo.com,0,4
7576958471,priya5832@outlook.com,5,70
6207257129,kiran205@gmail.com,5,83
1234567890,anita9275@gmail.com,3,42
1234567890,kiran1918@yahoo.com,4,62
9652725102,meera706@protonmail.com,5,25
8616016012,arjun9008@protonmail.com,2,45
9951570509,rahul4543@gmail.com,3,28
7605662186,sneha9364@yahoo.com,4,66
6576267895,vijay190@protonmail.com,1,45
8470712222,rahul6605@gmail.com,1,41
9672166221,kiran2932@gmail.com,3,15
9451603385,sneha1627@gmail.com,1,78
6927885273,deepak8192@gmail.com,2,49
7952924568,anita286@outlook.com,2,94
8465827747,hello@domain,4,88
9877414772,anita6289@outlook.com,4,83
9692622917,priya5515@protonmail.com,4,5
6299135179,arjun7903@protonmail.com,2,91
6525804233,kiran2895@protonmail.com,0,20
7709432134,rohit7516@outlook.com,0,44
1234567890,rohit2030@protonmail.com,0,95
7154968312,@gmail.com,5,43
9636124986,rohit8914@outlook.com,4,43
98A76B321C,rahul2980@outlook.com,0,43
7089128413,rahul8271@yahoo.com,1,54
7417863504,rahul5069@protonmail.com,2,43
8224862644,hello@domain,5,97
9281672898,test@,0,25
8646351202,@gmail.com,1,21
6863273177,kiran4201@gmail.com,2,55
7067254300,arjun8381@outlook.com,1,88
7135480366,deepak9488@gmail.com,0,8
9840550668,@gmail.com,3,60
7879471109,meera8892@yahoo.com,5,15
6830292314,sneha6848@yahoo.com,2,36
9589208899,arjun2324@gmail.com,5,46
9495661900,usergmail.com,5,40
98A76B321C,kiran2481@gmail.com,2,36
8611708869,hello@domain,2,46
9687134635,test@,3,39
736113812243,kiran8804@protonmail.com,0,0
8053665903,vijay8034@outlook.com,1,17
6370651639,vijay5420@yahoo.com,5,36
1234567890,arjun9417@gmail.com,1,38
9060782369,@gmail.com,5,10
7844036450,kiran4093@protonmail.com,4,67
8131079907,rohit1047@yahoo.com,3,54
7556432358,rohit8793@yahoo.com,5,55
98A76B321C,rahul5780@protonmail.com,3,36
78089351,rohit4166@outlook.com,2,78
7023564807,abc@abc,0,36
9566328482,rahul2800@protonmail.com,0,12
99999,deepak253@gmail.com,2,57
7865153932,sneha5366@yahoo.com,4,90
98A76B321C,sneha9357@yahoo.com,3,46
7279129971,priya9154@protonmail.com,4,46
9874244331,sneha9875@protonmail.com,4,80
8082300387,arjun1642@yahoo.com,1,16
9170040847,hello@domain,2,0
9544250485,anita6629@outlook.com,4,96
7615997893,rahul7308@yahoo.com,4,4
8885494384,rahul218@outlook.com,5,81
7640591386,arjun9849@outlook.com,0,92
7904255535,meera5283@protonmail.com,4,36
6166852368,priya6630@protonmail.com,0,67
03501102,deepak8338@outlook.com,1,5
6750386177,deepak6267@yahoo.com,1,84
8905256564,priya8587@gmail.com,5,70
7406010342,rahul3051@gmail.com,3,60
8874114655,vijay7399@yahoo.com,0,44
6726563588,rohit3976@protonmail.com,0,98
153824973282,rohit2789@yahoo.com,2,28
7283185114,meera7855@protonmail.com,5,7
9831012345,arjun2591@gmail.com,0,43
8164849566,rahul5783@protonmail.com,1,66
7419575447,vijay6295@protonmail.com,3,96
9584324692,sneha7724@yahoo.com,1,37
6376519639,meera9574@gmail.com,5,76
6333707151,meera9113@protonmail.com,0,2
6476467183,arjun8323@outlook.com,1,70
6755068504,deepak9985@yahoo.com,3,60
7068609730,vijay4236@outlook.com,0,33
9342131593,anita5791@gmail.com,5,10
99999,meera2061@gmail.com,1,10
9297584016,rohit636@protonmail.com,0,13
6945518252,deepak6701@protonmail.com,5,52
6613662895,sneha3288@protonmail.com,1,85
1234567890,rohit2954@gmail.com,4,91
9814047353,kiran6969@outlook.com,5,61
9328034778,rahul8450@outlook.com,5,2
8011861286,rahul5833@protonmail.com,5,68
9610924956,anita8347@protonmail.com,5,85
6154154311,rahul7625@outlook.com,3,6
98A76B321C,meera6384@outlook.com,2,45
7379816307,kiran3760@yahoo.com,2,55
6023224738,anita1750@outlook.com,0,1
9806497123,rahul856@outlook.com,1,31
6854723365,anita9873@protonmail.com,1,73
6767019103,vijay5258@protonmail.com,2,43
8013632441,sneha7682@yahoo.com,1,51
27923835,kiran3063@outlook.com,4,85
98A76B321C,rahul6178@outlook.com,5,64
1234567890,anita8521@yahoo.com,5,11
1234567890,rohit723@outlook.com,1,92
8192524181,rahul2764@gmail.com,1,70
6991491326,test@,3,69
22199692,arjun2467@outlook.com,1,39
6820208302,kiran8339@protonmail.com,2,65
8440733804,kiran1370@gmail.com,4,79
1234567890,priya9048@gmail.com,5,89
99999,arjun4489@outlook.com,5,47
98A76B321C,kiran2481@gmail.com,4,18
9274382341,anita633@gmail.com,1,42
9879089312,anita8346@protonmail.com,0,48
99999,deepak3119@outlook.com,2,27
9976743015,anita6927@protonmail.com,5,43
6344215913,abc@abc,2,61
6705528565,vijay6740@yahoo.com,2,94
9748939533,rahul2015@protonmail.com,1,19
7492948563,vijay915@gmail.com,3,64
09576358,meera7662@gmail.com,0,64
9354525767,vijay1418@gmail.com,4,94
9147796395,meera7975@gmail.com,1,29
9928995240,deepak844@outlook.com,4,28
7295452947,rohit1650@gmail.com,2,46
9632811353,deepak9469@gmail.com,5,92
8716086888,meera2447@yahoo.com,3,32
9797092578,sneha4240@gmail.com,3,37
29714433,anita802@yahoo.com,1,52
9801098502,meera6245@outlook.com,3,90
9907663690,deepak7092@yahoo.com,5,94
9202569844,usergmail.com,4,12
8261049177,arjun6251@protonmail.com,3,76
8593979592,deepak7319@gmail.com,5,12
9153639907,rahul2959@gmail.com,0,29
8176341766,rohit4146@gmail.com,0,83
9611569580,priya3674@protonmail.com,1,88
9476030888,vijay1064@protonmail.com,5,58
9856036022,arjun3594@protonmail.com,0,84
8619266175,hello@domain,4,75
99999,meera1044@protonmail.com,4,61
6602286556,meera1517@protonmail.com,4,89
7918461125,sneha7984@protonmail.com,2,5
8315784517,anita3522@gmail.com,3,41
03380755,deepak7123@gmail.com,2,24
7459391530,anita8957@gmail.com,4,38
7531457386,rohit1735@protonmail.com,1,27
8483092959,anita6874@outlook.com,3,79
7527130633,vijay344@outlook.com,3,63
7628777439,sneha5294@outlook.com,0,52
6755099326,rohit7146@yahoo.com,2,54
6781778387,hello@domain,3,99
7871306271,vijay9442@outlook.com,4,15
7950654453,abc@abc,1,82
6935019614,arjun7182@protonmail.com,3,12
9091644304,priya2939@gmail.com,2,8
6475867626,@gmail.com,5,96
8107833015,rohit9367@protonmail.com,2,100
9136791284,rohit9624@protonmail.com,4,46
79807110,sneha8050@gmail.com,0,91
57948660,arjun2744@gmail.com,4,39
8606038952,sneha5737@outlook.com,1,87
6599283451,deepak219@gmail.com,2,35
9369046967,kiran1933@outlook.com,4,13
6006008701,sneha372@yahoo.com,3,77
7914540514,vijay3595@outlook.com,0,38
9515577787,arjun2814@outlook.com,3,91
8472726578,rahul8308@yahoo.com,4,63
9266552770,vijay783@outlook.com,3,18
6214906166,kiran958@outlook.com,4,31
7126468649,rohit7072@protonmail.com,5,65
46986828,sneha4866@yahoo.com,1,70
8648511830,anita5703@protonmail.com,2,78
99999,vijay8247@outlook.com,3,0
7316117838,rohit1@yahoo.com,5,40
7488653009,rahul7884@protonmail.com,4,23
99999,sneha6805@yahoo.com,2,2
983931286064,rohit8928@protonmail.com,4,64
8764934428,arjun504@outlook.com,5,51
8686732640,test@,4,97
6441615414,priya7146@outlook.com,2,31
9302535011,sneha1697@yahoo.com,1,13
9042694047,sneha1608@outlook.com,2,60
7149670021,meera2838@outlook.com,1,51
6905960919,deepak8788@protonmail.com,2,28
8424954916,arjun4854@yahoo.com,4,41
8579674912,sneha7534@protonmail.com,3,67
99999,vijay2008@protonmail.com,0,15
8850997026,priya3265@protonmail.com,4,73
6229292000,rahul460@gmail.com,0,13
34058779,vijay9724@protonmail.com,5,96
98A76B321C,kiran8215@gmail.com,1,21
1234567890,rohit9668@yahoo.com,0,41
8578188609,priya2332@gmail.com,1,93
9379480913,vijay7221@gmail.com,2,95
8280795636,hello@domain,4,16
1234567890,meera7226@outlook.com,5,82
10490192,meera7659@yahoo.com,4,83
8415950644,kiran704@protonmail.com,1,86
9395521113,hello@domain,3,100
7990432530,sneha7991@outlook.com,5,18
7483010680,kiran248@protonmail.com,3,33
1234567890,priya2365@yahoo.com,0,99
8966838830,rohit8338@gmail.com,1,49
8181924251,priya4308@protonmail.com,0,22
9177309507,anita4853@outlook.com,1,21
997084922327,rohit62@outlook.com,2,29
99999,rahul4954@protonmail.com,4,100
8120545985,deepak4248@protonmail.com,2,90
1234567890,priya7545@yahoo.com,0,25
6603498194,priya6300@outlook.com,5,91
9679487916,anita5192@outlook.com,5,94
8795353159,deepak6422@yahoo.com,0,43
9684489383,rohit8678@gmail.com,0,28
9154426353,rahul2639@outlook.com,4,19
8683909421,rohit3539@outlook.com,0,81
9917085769,vijay1040@yahoo.com,4,9
367624450408,anita3499@yahoo.com,1,46
9205115975,rahul6017@outlook.com,3,76
6084433270,arjun536@gmail.com,3,66
6042328486,priya1367@gmail.com,1,10
9286733320,kiran5000@protonmail.com,2,96
7835804561,vijay4275@yahoo.com,4,32
9184627643,rahul6947@yahoo.com,4,97
7073916333,rahul5372@yahoo.com,3,4
8763913960,arjun5805@gmail.com,3,6
8996018644,deepak8165@outlook.com,1,68
99999,rahul1923@protonmail.com,3,3
6950556882,rohit5732@yahoo.com,2,96
7987085073,arjun150@yahoo.com,3,55
6191964896,arjun7815@gmail.com,2,84
8868020321,anita9456@yahoo.com,1,80
9780607771,rahul152@outlook.com,0,81
7788159133,anita4746@protonmail.com,5,64
6037882615,rohit9742@yahoo.com,3,63
8718870109,sneha4699@yahoo.com,2,25
9745432073,usergmail.com,0,53
310705300226,rohit3240@outlook.com,4,54
6494188079,vijay1418@outlook.com,5,57
7240307537,meera5591@outlook.com,2,23
9224467206,anita254@outlook.com,0,10
99999,vijay1361@protonmail.com,2,80
8275249984,arjun3436@protonmail.com,4,36
247954500447,sneha3254@gmail.com,2,29
6622263741,priya4411@gmail.com,3,36
98A76B321C,meera9390@gmail.com,3,20
7520782910,abc@abc,4,51
98A76B321C,arjun7711@protonmail.com,5,5
9824003430,arjun9910@protonmail.com,3,6
699801652773,rahul9638@outlook.com,5,18
8308155736,sneha326@outlook.com,3,21
8955689312,vijay7798@yahoo.com,5,77
8182254632,meera4817@yahoo.com,3,98
7910025113,rahul9135@gmail.com,2,59
99999,anita2273@outlook.com,4,58
6790994480,priya2327@outlook.com,5,85
9091872482,deepak861@gmail.com,1,99
6852205665,rohit3719@protonmail.com,5,87
7097579842,anita6946@protonmail.com,2,6
9324768194,abc@abc,1,84
9917328024,arjun6868@protonmail.com,3,25
6739377983,vijay3095@yahoo.com,1,8
6872456383,rohit3172@gmail.com,2,66
441340210286,priya9125@gmail.com,3,36
6374406736,rahul869@gmail.com,2,34
8392785968,meera7351@yahoo.com,3,18
9830999018,hello@domain,2,76
8430752125,hello@domain,2,93
1234567890,rohit9650@protonmail.com,5,26
6676276313,rahul2517@protonmail.com,3,65
9053129768,rohit8471@gmail.com,3,59
7090244461,rohit1432@outlook.com,4,75
6146332842,usergmail.com,3,21
6430632739,vijay2407@protonmail.com,2,61
9336840374,hello@domain,2,13
9115913371,test@,1,3
7309118419,rohit5798@outlook.com,4,14
8768463242,priya1981@outlook.com,1,72
8389082007,kiran5966@yahoo.com,2,69
8464084525,rohit1300@yahoo.com,0,49
8817487922,kiran3329@outlook.com,0,47
8557626555,arjun6743@yahoo.com,1,21
6106287666,rahul6029@outlook.com,1,19
583946239879,deepak6310@outlook.com,3,4
6623504190,anita5370@yahoo.com,5,19
6418264414,abc@abc,0,61
7669760259,vijay8150@outlook.com,3,69
6746319126,test@,2,42
7884500235,usergmail.com,1,48
8788668438,rahul8817@outlook.com,1,26
75036105,vijay7213@gmail.com,3,68
9456993924,arjun3276@outlook.com,5,20
6370985784,rohit1103@yahoo.com,0,50
7644172223,@gmail.com,5,45
6582484574,vijay861@gmail.com,1,65
99999,priya6335@outlook.com,3,62
9594296315,vijay2517@protonmail.com,4,88
8371606298,deepak9398@gmail.com,0,86
75340762,meera5388@gmail.com,4,34
1234567890,arjun6058@outlook.com,4,86
6929269311,test@,4,15
487408243520,vijay813@protonmail.com,3,85
8953423243,arjun2354@gmail.com,5,41
7678669411,@gmail.com,5,10
8496862295,kiran9903@yahoo.com,2,73
7240194913,meera1436@outlook.com,5,66
8305908235,priya6289@gmail.com,0,76
1234567890,deepak1934@yahoo.com,2,15
98A76B321C,sneha371@gmail.com,2,19
7435163579,hello@domain,3,41
6236141403,usergmail.com,4,51
98A76B321C,anita7070@outlook.com,3,62
8563898236,vijay9551@gmail.com,1,66
6362689091,meera3373@yahoo.com,4,91
7737439031,@gmail.com,3,58
6535213383,arjun9300@outlook.com,3,3
83352147,priya8135@outlook.com,2,48
7623522513,usergmail.com,3,78
7146581862,deepak7263@gmail.com,3,27
8016524620,sneha4785@outlook.com,3,21
7364520884,arjun7019@gmail.com,0,21
98959329,vijay9770@yahoo.com,3,62
9810177920,vijay5755@gmail.com,0,48
1234567890,sneha9271@protonmail.com,5,27
7318812443,kiran2026@gmail.com,3,56
8698118949,vijay9853@outlook.com,4,50
7657603852,deepak4372@yahoo.com,0,63
6191954049,arjun9051@yahoo.com,0,34
8176252309,arjun4440@outlook.com,5,21
7560030401,rohit3414@protonmail.com,4,29
9596312406,arjun6549@protonmail.com,2,90
8887724669,deepak1138@protonmail.com,1,13
7936306551,kiran5064@protonmail.com,3,41
98A76B321C,anita8141@outlook.com,2,44
6957322869,arjun6092@yahoo.com,1,99
99999,rahul45@outlook.com,3,44
01003839,rahul9561@yahoo.com,0,62
9674063299,kiran9088@gmail.com,4,96
99999,rohit8052@protonmail.com,1,80
1234567890,meera7001@gmail.com,1,29
6882528560,vijay8161@gmail.com,2,39
9780426885,sneha5337@protonmail.com,1,25
6427597150,vijay5994@yahoo.com,2,26
9185251377,rohit879@protonmail.com,3,93
9937844758,vijay3992@gmail.com,0,48
8053055044,sneha3506@outlook.com,3,97
9657683554,kiran1886@yahoo.com,5,13
8937255421,rohit930@protonmail.com,5,82
7677309144,deepak9473@yahoo.com,3,43
1234567890,anita4138@outlook.com,5,97
7019706052,deepak3065@gmail.com,2,24
6152705194,test@,3,13
6675871320,rohit3929@protonmail.com,1,90
9739650315,priya5513@yahoo.com,0,4
7527942279,test@,0,37
8616722895,meera9768@outlook.com,2,39
8157577162,rahul9122@yahoo.com,1,0
1234567890,deepak9380@outlook.com,3,98
8852697302,sneha9483@gmail.com,5,30
03685030,anita4054@protonmail.com,1,6
6827251816,anita6844@protonmail.com,3,0
98A76B321C,kiran7154@outlook.com,1,30
9873021451,vijay2410@protonmail.com,5,85
7727750003,vijay7864@outlook.com,3,79
9765211726,vijay5248@outlook.com,2,69
1234567890,arjun8115@outlook.com,1,78
6463217609,anita3251@protonmail.com,5,11
6997134532,rahul3584@protonmail.com,5,66
9781859368,test@,0,48
6244782961,vijay4538@protonmail.com,4,20
8752119369,rahul974@yahoo.com,3,65
8769024878,vijay7923@yahoo.com,3,45
7632598823,priya9290@outlook.com,0,63
98A76B321C,deepak9382@yahoo.com,2,94
6012016004,anita6659@outlook.com,1,40
956105785333,anita3486@protonmail.com,3,91
6207666895,anita4274@outlook.com,4,92
7370824184,hello@domain,4,55
7076476676,kiran4605@outlook.com,2,46
6718740506,priya1954@yahoo.com,2,50
28116908,sneha2030@yahoo.com,4,61
7760058731,arjun1167@yahoo.com,5,10
971213531286,rohit6736@yahoo.com,3,18
7333107474,deepak8539@yahoo.com,3,86
8131650176,deepak6998@gmail.com,5,43
6939045360,anita3018@outlook.com,5,61
7892686747,meera2228@yahoo.com,5,96
7636078704,vijay2767@protonmail.com,1,1
83344363,rahul9494@yahoo.com,1,37
7707543312,anita8990@protonmail.com,2,93
7805529746,usergmail.com,5,71
8116871311,rohit4540@protonmail.com,4,8
6671888288,arjun49@gmail.com,4,38
9142051924,meera4564@protonmail.com,0,73
9799839679,arjun9757@outlook.com,4,10
93988417,rohit9066@protonmail.com,5,70
9879775697,arjun230@yahoo.com,1,85
6057369667,anita4900@outlook.com,1,65
1234567890,vijay2387@outlook.com,2,38
6507950924,priya4760@gmail.com,2,32
9907067009,vijay4833@gmail.com,4,92
8538370434,arjun535@yahoo.com,5,46
9287043239,test@,5,9
9393694428,sneha3777@yahoo.com,2,22
1234567890,rahul2861@outlook.com,3,46
7387575589,kiran3243@gmail.com,4,4
6825685206,vijay4451@outlook.com,0,26
6037690108,meera3616@yahoo.com,1,90
8246032072,sneha6319@gmail.com,2,87
9731268859,test@,2,2
8939506443,arjun4601@gmail.com,0,23
8208552693,kiran2471@outlook.com,2,15
6578148330,kiran5523@yahoo.com,4,15
7017395734,vijay2468@outlook.com,0,20
99999,deepak2805@protonmail.com,5,15
6239248385,rohit3701@gmail.com,2,17
98A76B321C,priya6867@yahoo.com,5,13
7715203172,meera2221@gmail.com,5,78
6414888473,vijay3377@protonmail.com,4,55
7531806181,meera1869@yahoo.com,5,93
8988046088,@gmail.com,5,59
7176395840,sneha2707@yahoo.com,5,12
7391020182,arjun8238@yahoo.com,4,52
6409894391,meera7546@gmail.com,0,42
6921680171,vijay3089@outlook.com,0,80
9319469960,usergmail.com,4,61
9901566056,arjun9040@outlook.com,4,75
9313469887,meera7680@protonmail.com,2,0
1234567890,deepak2539@outlook.com,1,93
9832644616,rohit7538@outlook.com,4,18
8303729816,vijay9446@yahoo.com,0,33
6581397389,priya9012@outlook.com,3,10
6020976348,vijay6882@gmail.com,3,20
98A76B321C,priya5837@gmail.com,3,67
7630228065,deepak7166@outlook.com,1,23
9881171064,arjun198@yahoo.com,1,47
7644093812,abc@abc,4,19
8662413326,@gmail.com,1,77
9106303913,priya5627@yahoo.com,4,99
9952178427,rahul2450@outlook.com,5,42
7348296970,vijay7065@gmail.com,3,21
7582649086,anita9008@yahoo.com,1,39
8864264299,sneha113@gmail.com,3,99
8563427451,kiran2787@protonmail.com,5,44
7816963946,test@,3,48
98A76B321C,deepak6479@yahoo.com,5,23
8686391169,rohit7805@protonmail.com,4,75
79747294,priya505@outlook.com,4,88
7764355346,vijay389@yahoo.com,0,88
7441458014,rahul5707@gmail.com,0,99
6510989945,test@,3,31
76406751,kiran3704@yahoo.com,1,90
8437161272,kiran3577@gmail.com,2,13
98A76B321C,rohit299@outlook.com,5,71
7424953753,rohit9237@outlook.com,5,3
9347250671,kiran556@gmail.com,0,81
6731339862,vijay4502@outlook.com,3,87
6208838981,sneha4278@gmail.com,5,94
9107624575,rahul4437@gmail.com,5,23
6221452726,deepak5642@outlook.com,2,71
1234567890,meera2321@yahoo.com,1,48
6552007929,sneha1129@outlook.com,0,79
99999,arjun7011@yahoo.com,0,62
8317896929,rahul4788@yahoo.com,5,64
14285406,vijay4102@outlook.com,4,64
8869542432,sneha7011@yahoo.com,2,32
9142051924,meera4564@protonmail.com,1,57
9606872761,arjun9413@yahoo.com,4,6
7283133723,kiran6742@protonmail.com,5,49
6285840482,priya3294@gmail.com,1,37
6121726698,@gmail.com,2,10
8276384729,rahul315@gmail.com,3,57
91265755,sneha5048@protonmail.com,5,52
8308479698,meera2028@protonmail.com,3,58
9056255062,kiran9816@gmail.com,1,61
8849764460,hello@domain,5,96
99999,vijay729@outlook.com,1,77
8255452273,usergmail.com,4,97
7259773980,test@,2,65
8820579597,sneha650@outlook.com,5,81
98A76B321C,arjun2125@outlook.com,0,48
8017217327,meera9624@protonmail.com,3,22
11966498,arjun2811@gmail.com,2,13
98A76B321C,priya5389@gmail.com,3,72
99999,arjun6926@yahoo.com,2,67
7840985680,kiran4753@gmail.com,5,99
99999,anita5574@gmail.com,5,18
8381658087,anita8708@protonmail.com,0,35
9037110776,rohit1705@yahoo.com,2,18
6234191464,anita752@yahoo.com,3,90
9629060973,rohit294@protonmail.com,5,79
9729717148,rahul9622@yahoo.com,5,61
99999,kiran3809@gmail.com,2,96
7214973932,vijay3034@protonmail.com,0,93
8917210334,usergmail.com,1,56
6386000720,priya3908@gmail.com,5,27
8306294101,arjun9144@protonmail.com,4,63
81254369,arjun2115@gmail.com,1,62
99999,anita179@yahoo.com,4,49
7710984076,hello@domain,4,3
98A76B321C,deepak1288@outlook.com,1,73
6970430768,arjun1314@outlook.com,0,60
8498854660,anita6843@gmail.com,3,2
7103538245,hello@domain,3,4
7722156249,arjun1242@protonmail.com,1,73
7919255690,rahul3282@yahoo.com,3,2
7366065625,priya5232@outlook.com,3,93
7558455396,rahul7841@protonmail.com,4,2
6825888077,rohit3590@yahoo.com,5,34
9808133203,deepak2125@yahoo.com,2,6
7201772721,kiran3203@gmail.com,5,42
9304340017,rahul8863@outlook.com,4,91
9856036022,arjun3594@protonmail.com,0,58
98A76B321C,sneha5288@yahoo.com,5,29
9870593832,vijay5517@gmail.com,3,87
7078264358,vijay9248@gmail.com,4,88
6661593093,priya1147@gmail.com,4,60
6482950846,rahul3947@outlook.com,0,10
8418013283,vijay5711@outlook.com,2,3
7815172333,rohit4457@outlook.com,5,65
9894804788,deepak5395@outlook.com,4,38
6612095533,rahul4916@protonmail.com,3,39
6740909101,sneha3941@yahoo.com,2,42
9232779066,usergmail.com,0,82
51064470,sneha3020@protonmail.com,2,77
6169286206,rohit2103@gmail.com,4,62
8768133576,vijay6529@protonmail.com,1,69
9806869107,hello@domain,3,56
9978545495,priya7494@yahoo.com,1,66
6888535966,rahul4196@yahoo.com,4,9
48568361,meera5310@protonmail.com,5,8
8331198327,kiran4338@protonmail.com,2,68
7862262905,rahul6119@gmail.com,3,54
7194836711,arjun7396@outlook.com,1,13
1234567890,priya5068@yahoo.com,0,1
6034845468,vijay6301@gmail.com,4,10
7791761046,priya8756@protonmail.com,3,40
6117397506,anita3593@yahoo.com,0,77
1234567890,deepak9213@outlook.com,0,13
98A76B321C,vijay6205@outlook.com,5,5
9717855342,rahul3928@protonmail.com,2,8
9470888992,deepak4241@yahoo.com,5,55
7969014949,rohit2371@outlook.com,1,2
1234567890,meera6297@outlook.com,3,70
6665618990,anita5663@outlook.com,0,64
8444126002,rohit9548@protonmail.com,3,32
9993366201,sneha9680@yahoo.com,1,25
1234567890,rohit4966@outlook.com,0,31
1234567890,arjun3464@yahoo.com,1,29
9732896633,arjun9119@yahoo.com,3,93
8452877724,kiran5320@yahoo.com,5,88
9037110776,rohit1705@yahoo.com,5,50
63409818,rohit5716@protonmail.com,2,54
6956751004,sneha2765@protonmail.com,0,22
6380029663,arjun2068@protonmail.com,1,63
8037876055,arjun8688@gmail.com,0,64
1234567890,sneha4624@protonmail.com,5,28
76647378,kiran6183@yahoo.com,3,96
7348284121,sneha3047@protonmail.com,1,90
98A76B321C,priya13@gmail.com,2,94
8562198026,vijay833@protonmail.com,3,17
7494574842,rahul7927@outlook.com,5,1
7165345290,usergmail.com,5,65
9261773085,vijay4853@protonmail.com,1,23
8699224450,rohit4709@outlook.com,3,40
8510848439,meera3838@gmail.com,2,71
1234567890,rahul5296@outlook.com,3,3
8706383360,rahul6781@outlook.com,2,67
6144439779,priya5807@yahoo.com,3,52
9799137958,anita9080@gmail.com,5,65
615089244561,anita5675@outlook.com,0,36
6759157210,@gmail.com,3,45
8215363494,rahul1560@yahoo.com,5,6
6345996994,deepak9069@gmail.com,0,73
6257785059,kiran9987@yahoo.com,0,54
8661712284,abc@abc,2,35
9009873365,test@,5,72
1234567890,vijay361@gmail.com,1,58
1234567890,kiran4059@gmail.com,3,20
8677278609,meera4050@protonmail.com,2,6
99999,meera7022@outlook.com,2,5
6444329619,hello@domain,2,53
99999,rohit1880@yahoo.com,2,15
9149861248,vijay1722@outlook.com,0,91
8668892079,anita9418@outlook.com,1,64
98A76B321C,meera8302@gmail.com,3,77
6207951949,vijay8938@outlook.com,1,85
9095243483,anita1129@protonmail.com,0,97
8812950243,arjun2374@yahoo.com,0,4
9386591974,hello@domain,0,82
9168818958,priya1924@outlook.com,1,95
530827809172,kiran3256@gmail.com,4,17
9209638634,deepak8911@protonmail.com,4,34
9884841825,rahul6779@outlook.com,5,93
9096547774,usergmail.com,4,18
8654828981,meera3864@gmail.com,2,54
6954150461,vijay8342@gmail.com,5,22
8161305630,rohit8852@yahoo.com,0,34
6571707405,sneha9532@outlook.com,4,16
1234567890,rahul3618@gmail.com,4,59
6978879618,deepak8544@protonmail.com,2,49
9600303804,@gmail.com,1,56
7605702125,abc@abc,5,19
7058275084,@gmail.com,2,50
98A76B321C,meera9082@protonmail.com,1,11
7906036596,anita9899@outlook.com,3,17
776123663891,rohit2111@outlook.com,3,85
7964783287,arjun2235@gmail.com,1,50
7513659941,rohit3566@protonmail.com,5,64
99999,anita1921@protonmail.com,0,49
7988890328,priya3284@protonmail.com,3,63
8112564858,@gmail.com,1,29
8537210814,priya1546@outlook.com,3,96
7039030181,rohit9006@gmail.com,4,32
796955809945,vijay7084@gmail.com,5,75
99999,rahul142@yahoo.com,0,56
8949637496,arjun8163@gmail.com,4,15
6133703527,test@,5,15
7153646856,meera2914@outlook.com,0,99
473419223432,rohit1750@outlook.com,2,77
318431906778,deepak2382@gmail.com,4,40
47777737,anita30@protonmail.com,1,96
7812618694,sneha7800@protonmail.com,1,26
6681741570,rohit5555@yahoo.com,2,37
6717432165,usergmail.com,4,48
7628351502,sneha8426@gmail.com,3,14
6208838981,sneha4278@gmail.com,0,29
1234567890,priya9295@gmail.com,4,9
7515905106,priya9923@outlook.com,4,58
99999,anita8224@protonmail.com,4,5
7209900183,vijay89@yahoo.com,2,37
7113090540,meera7772@protonmail.com,3,61
9994484059,priya6646@gmail.com,4,49
8060820013,priya2959@outlook.com,1,32
564731127075,rahul7018@outlook.com,5,46
1234567890,rohit5144@gmail.com,4,88
7747260756,rahul3328@outlook.com,3,2
9260556668,rohit1157@protonmail.com,0,18
98A76B321C,sneha7327@gmail.com,5,21
7816860328,arjun4145@gmail.com,2,0
8515364517,meera7967@yahoo.com,4,33
6068125652,sneha9452@gmail.com,4,77
6232065974,priya9824@yahoo.com,1,9
8702037734,meera1293@protonmail.com,1,67
6483624226,kiran228@yahoo.com,1,7
9493722296,vijay290@gmail.com,3,50
6292825689,rahul6629@yahoo.com,4,78
8196754251,deepak3599@outlook.com,3,60
6297653845,meera7995@yahoo.com,0,23
99999,priya198@protonmail.com,3,54
6202083816,anita4319@protonmail.com,0,36
